,moviename,director,leadactors,screenwriter,picture,averating,numrating,description,typelist,backpost,movieId,title,genres,showyear,ratings_count,backpost-origin
754,Identity,James Mangold,"John Cusack,Ray Liotta,Amanda Peet,John Hawkes,Alfred Molina,Clea DuVall,John C. McGinley,William Lee Scott,Jake Busey,Rebecca De Mornay,Carmen Argenziano,Marshall Bell,Leila Kenzle,Matt Letscher,Bret Loehr,Holmes Osborne,Frederick Coffin,Joe Hart,Michael Hirsch,Terence Bernie Hines,Stuart M. Besser,Pruitt Taylor Vince",,http://image.tmdb.org/t/p/w185/xSNSp2wmCUwFavxdkMF417hBc39.jpg,3.6,6362.0,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.","Mystery,Thriller",http://106.12.12.171/arcpWGGnUkGkakOwZo7xfPsaz7h.jpg,6323,Identity (2003),Crime|Horror|Mystery|Thriller,2003-04-25,6524,http://image.tmdb.org/t/p/w780/arcpWGGnUkGkakOwZo7xfPsaz7h.jpg
755,Bruce Almighty,Tom Shadyac,"Jim Carrey,Jennifer Aniston,Philip Baker Hall,Catherine Bell,Lisa Ann Walter,Steve Carell,Nora Dunn,Paul Satterfield,Morgan Freeman,Eddie Jemison,Don Dowe,Noel Gugliemi",,http://image.tmdb.org/t/p/w185/lgYKHifMMLT8OxYObMKa8b4STsr.jpg,3.2,15084.0,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.","Fantasy,Comedy",http://106.12.12.171/wH8vtnsmU4olFJ5wSRHo8RXRhKF.jpg,6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,2003-05-23,15580,http://image.tmdb.org/t/p/w780/wH8vtnsmU4olFJ5wSRHo8RXRhKF.jpg
756,Finding Nemo,Andrew Stanton,"Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,Brad Garrett,Allison Janney,Austin Pendleton,Stephen Root,Vicki Lewis,Joe Ranft,Geoffrey Rush,Andrew Stanton,Elizabeth Perkins,Nicholas Bird,Bob Peterson,Barry Humphries,Eric Bana,Bruce Spence,Bill Hunter,LuLu Ebeling,Jordan Ranft,Erica Beck,Erik Per Sullivan,John Ratzenberger",,http://image.tmdb.org/t/p/w185/syPWyeeqzTQIxjIUaIFI7d0TyEY.jpg,3.8,35693.0,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","Animation,Family",http://106.12.12.171/n2vIGWw4ezslXjlP0VNxkp9wqwU.jpg,6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,2003-05-30,35987,http://image.tmdb.org/t/p/w780/n2vIGWw4ezslXjlP0VNxkp9wqwU.jpg
757,Whale Rider,Niki Caro,"Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,Cliff Curtis,Grant Roa,Mana Taumaunu,Rachel House,Taungaroa Emile,Tammy Davis,Mabel Wharekawa,Rawinia Clarke,Tahei Simpson",,http://image.tmdb.org/t/p/w185/x6qMQ6LActtQSjuXidzuhqVW3AT.jpg,3.8,4092.0,"On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.","Drama,Family",http://106.12.12.171/gk0gnxKDrRGa1J8cN6bYz1aHLW6.jpg,6385,Whale Rider (2002),Drama,2003-01-30,4034,http://image.tmdb.org/t/p/w780/gk0gnxKDrRGa1J8cN6bYz1aHLW6.jpg
758,Barton Fink,Joel Coen,"John Turturro,John Goodman,Judy Davis,Michael Lerner,Tony Shalhoub,John Mahoney,Jon Polito,Steve Buscemi,David Warrilow,Richard Portnow,Christopher Murney,I.M. Hobson,Harry Bugin,Lance Davis",,http://image.tmdb.org/t/p/w185/e0YvBTPwIL6Jb29glF3LE9n8GH2.jpg,3.8,4530.0,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,"Comedy,Drama",http://106.12.12.171/kptmPB0rwfLqf1yQPCWewCoyiiq.jpg,6440,Barton Fink (1991),Drama|Thriller,1991-08-01,4620,http://image.tmdb.org/t/p/w780/kptmPB0rwfLqf1yQPCWewCoyiiq.jpg
759,28 Days Later,Danny Boyle,"Cillian Murphy,Naomie Harris,Noah Huntley,Christopher Dunne,Emma Hitching,Alexander Delamere,Kim McGarrity,Brendan Gleeson,Megan Burns,Justin Hackney,Luke Mably,Stuart McQuarrie,Ricci Harnett,Leo Bill,Junior Laniyan,Ray Panthaki,Christopher Eccleston,Alex Palmer,Bindu De Stoppani,Jukka Hiltunen,David Schneider,Toby Sedgwick",,http://image.tmdb.org/t/p/w185/xaYdxi1PBEAYvqknvAmMPK5Eff3.jpg,3.8,16747.0,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.","Horror,Thriller,Science Fiction",http://106.12.12.171/yUztTrOARxj1lgcPyrSCeGWigZO.jpg,6502,28 Days Later (2002),Action|Horror|Sci-Fi,2002-10-31,17116,http://image.tmdb.org/t/p/w780/yUztTrOARxj1lgcPyrSCeGWigZO.jpg
760,Charlie's Angels: Full Throttle,McG,"Cameron Diaz,Drew Barrymore,Lucy Liu,Bernie Mac,Robert Patrick,Demi Moore,John Cleese,Matt LeBlanc,Luke Wilson,Shia LaBeouf,Pink,Crispin Glover,Justin Theroux,Melissa McCarthy,Ja'net DuBois,Rodrigo Santoro,Eric Bogosian,Robert Forster,Daxing Zhang,Yuen Cheung-Yan,Bruce Comtois,Bruce Willis,Mary-Kate Olsen,Ashley Olsen,Bob Stephenson,John Forsythe,Tommy Flanagan,Chris Pontius,Carrie Fisher,Zack Shada,Andrew Wilson,Béla Károlyi,Tanoai Reed",,http://image.tmdb.org/t/p/w185/n4cdJ0Wqxb7C0HmZbcaC4eYnkIf.jpg,2.5,5665.0,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.","Action,Adventure,Comedy",http://106.12.12.171/4KJKnwBxflXdfp1qmLEFI9CDYHy.jpg,6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller,2003-06-27,5768,http://image.tmdb.org/t/p/w780/4KJKnwBxflXdfp1qmLEFI9CDYHy.jpg
761,Hulk,Ang Lee,"Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Nick Nolte,Paul Kersey,Cara Buono,Stan Lee,Todd Tesen,Celia Weston,Mike Erwin,Lou Ferrigno,Regi Davis,Craig Damon,Daniel Dae Kim,Jesse Corti,Toni Kallen,Kevin Rankin",,http://image.tmdb.org/t/p/w185/ogCQV6mnLtCJuiiHtMB83jvSRfY.jpg,2.6,7008.0,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.","Drama,Action,Science Fiction",http://106.12.12.171/kVxquPLBzAIq2NmlbWjTsfZBFh5.jpg,6534,Hulk (2003),Action|Adventure|Sci-Fi,2003-06-19,7306,http://image.tmdb.org/t/p/w780/kVxquPLBzAIq2NmlbWjTsfZBFh5.jpg
762,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,"Angelina Jolie,Gerard Butler,Noah Taylor,Djimon Hounsou,Til Schweiger,Simon Yam,Daniel Caltagirone,Fabiano Martell,Robert Cavanah,Ronan Vibert,Chris Barrie,Jonny Coyne,Ciarán Hinds,Terence Yin,Richard Ridings,Robert Atiko",,http://image.tmdb.org/t/p/w185/pkSnQzjjQ3Z9B2CJVSZCfL0Ea3s.jpg,2.7,4551.0,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.","Action,Adventure,Fantasy,Thriller",http://106.12.12.171/dGGATPdyQaqs0SXmjEtdmbfGw42.jpg,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,2003-07-21,4713,http://image.tmdb.org/t/p/w780/dGGATPdyQaqs0SXmjEtdmbfGw42.jpg
763,Seabiscuit,Gary Ross,"Jeff Bridges,David McCullough,Chris Cooper,Tobey Maguire,Elizabeth Banks,Gary L. Stevens,William H. Macy,Royce D. Applegate,Eddie Jones,Chris McCarron,Michael Ensign,Jesse Hernandez",,http://image.tmdb.org/t/p/w185/xzYOaFGZBNAciQXRasQQ8sYxBSi.jpg,3.6,5804.0,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,"Drama,History",http://106.12.12.171/z7qXjCwD2q0nF5TWTkUuuEDsuXJ.jpg,6565,Seabiscuit (2003),Drama,2003-07-22,5698,http://image.tmdb.org/t/p/w780/z7qXjCwD2q0nF5TWTkUuuEDsuXJ.jpg
764,American Splendor,"Shari Springer Berman,Robert Pulcini","Paul Giamatti,Hope Davis,Judah Friedlander,James Urbaniak,Harvey Pekar,Joyce Brabner,Daniel Tay,Donal Logue,Molly Shannon,Toby Radloff,Josh Hutcherson,Eytan Mirsky,Earl Billings,Maggie Moore,Joey Krajcar,Chris Ambrose,Cameron Carter,Mary Faktor,Madylin Sweeten",,http://image.tmdb.org/t/p/w185/qIJHt9PO13mAuFnHgrJUAq5p8Bf.jpg,3.8,4218.0,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,"Comedy,Drama",http://106.12.12.171/AswDSBB3rbh2auan9tKjETg09H8.jpg,6620,American Splendor (2003),Comedy|Drama,2003-08-15,4233,http://image.tmdb.org/t/p/w780/AswDSBB3rbh2auan9tKjETg09H8.jpg
765,Tremors,Ron Underwood,"Kevin Bacon,Fred Ward,Finn Carter,Michael Gross,Reba McEntire,Robert Jayne,Charlotte Stewart,Tony Genaro,Ariana Richards,Richard Marcus,Victor Wong,Sunshine Parker,Michael Dan Wagner,Conrad Bachmann,Bibi Besch",,http://image.tmdb.org/t/p/w185/cA4ggkZ3r1d5r9hOAUWC8x5ul2i.jpg,3.4,3895.0,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.","Action,Horror",http://106.12.12.171/yUgmWnxcPYoonOQfrax5CfIYvDU.jpg,6659,Tremors (1990),Comedy|Horror|Sci-Fi,1990-01-19,3934,http://image.tmdb.org/t/p/w780/yUgmWnxcPYoonOQfrax5CfIYvDU.jpg
766,Matchstick Men,Ridley Scott,"Nicolas Cage,Sam Rockwell,Alison Lohman,Bruce Altman,Bruce McGill,Jenny O'Hara,Steve Eastin,Beth Grant,Sheila Kelley,Fran Kranz,Tim Kelleher,Nigel Gibbs,Bill Saito,Tim Maculan,Giannina Facio",,http://image.tmdb.org/t/p/w185/vRjT0WdjQbbIpYSG5f520BAS2dn.jpg,3.6,6103.0,A phobic con artist and his protege are on the verge of pulling off a lucrative swindle when the con artist's teenage daughter arrives unexpectedly.,"Comedy,Drama,Crime,Thriller",http://106.12.12.171/cd77jCV1505eHRTYKJVgNtVueHk.jpg,6708,Matchstick Men (2003),Comedy|Crime|Drama,2003-09-01,6212,http://image.tmdb.org/t/p/w780/cd77jCV1505eHRTYKJVgNtVueHk.jpg
767,Once Upon a Time in Mexico,Robert Rodriguez,"Antonio Banderas,Salma Hayek,Johnny Depp,Eva Mendes,Mickey Rourke,Danny Trejo,Enrique Iglesias,Cheech Marin,Willem Dafoe,Marco Leonardi,Troy Robinson",,http://image.tmdb.org/t/p/w185/j3Mz1jaM3MVr5K1Ijh5D2T93VF2.jpg,3.2,4155.0,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",Action,http://106.12.12.171/vQi6zDyPoX3bq9YHazcOojXkAKP.jpg,6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,2003-09-11,4213,http://image.tmdb.org/t/p/w780/vQi6zDyPoX3bq9YHazcOojXkAKP.jpg
768,Lost in Translation,Sofia Coppola,"Bill Murray,Scarlett Johansson,Anna Faris,Giovanni Ribisi,Akiko Takeshita,Kazuyoshi Minamimagoe,Kazuko Shibata,Take,Fumihiro Hayashi,Hiroko Kawasaki,Daikon,Catherine Lambert,Daiamondo Yukai,Akiko Monô,Françoise Dubois,Gregory Pekar,Ikuko Takahashi,Osamu Shigematu,Takashi Fujii,Lisle Wilkerson,Nancy Steiner,Kazuo Yamada",,http://image.tmdb.org/t/p/w185/5T8VvuFTdaawKLJk34i69Utaw7o.jpg,3.8,20912.0,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",Drama,http://106.12.12.171/gkbtPw5gyp8exaKw4zXEyH33J1m.jpg,6711,Lost in Translation (2003),Comedy|Drama|Romance,2003-08-31,21306,http://image.tmdb.org/t/p/w780/gkbtPw5gyp8exaKw4zXEyH33J1m.jpg
769,All the President's Men,Alan J. Pakula,"Robert Redford,Dustin Hoffman,Jack Warden,Martin Balsam,Hal Holbrook,Jason Robards,Jane Alexander,Meredith Baxter,Ned Beatty,Stephen Collins,Penny Fuller,Penny Peyser,Lindsay Crouse,Robert Walden,F. Murray Abraham,Anthony Mannino,David Arkin,Richard Herd,Dominic Chianese,Ron Hale,Nicolas Coster,John McMartin,Frank Latimore,Neva Patterson,Nate Esformes,Joshua Shelley,Gene Lindsey,Polly Holliday,James Karen,Basil Hoffman,Stanley Bennett Clay,Paul Lambert,Richard Venture,John Furlong,Valerie Curtin,Jess Osuna,Allyn Ann McLerie,Christopher Murray,Frank Wills,Bryan Clark,Gene Dynarski,James Murtaugh,Sid Ganis,John O'Leary,George Wyner,Jamie Smith-Jackson,John Randolph,Henry Calvert,Ralph Vaughan Williams,Carol Trost,John Devlin,Cara Duff-MacCormick,Louis Quinn",,http://image.tmdb.org/t/p/w185/ruURnC7qLRtSnTV1vygcoEPzeYK.jpg,4.0,5389.0,"In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. The editor of the Post is prepared to run with the story and assigns Woodward and Carl Bernstein to it. They find the trail leading higher and higher in the Republican Party, and eventually into the White House itself.","Drama,History,Mystery,Thriller",http://106.12.12.171/7nwfodS5en7Pysxc0ayrhLMUOAc.jpg,6787,All the President's Men (1976),Drama|Thriller,1976-04-04,5431,http://image.tmdb.org/t/p/w780/7nwfodS5en7Pysxc0ayrhLMUOAc.jpg
770,Mystic River,Clint Eastwood,"Sean Penn,Tim Robbins,Kevin Bacon,Laurence Fishburne,Marcia Gay Harden,Laura Linney,Kevin Chapman,Tom Guiry,Emmy Rossum,Eli Wallach,Spencer Treat Clark,Andrew Mackin,Adam Nelson,Robert Wahlberg,Jenny O'Hara,John Doman,Cameron Bowen,Jason Kelly,Connor Paolo,T. Bruce Page,Miles Herter,Cayden Boyd,Tori Davis,Jonathan Togo",,http://image.tmdb.org/t/p/w185/qeHasONCKH5sR9HcTWquXI5ZN5y.jpg,3.8,11879.0,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.","Thriller,Crime,Drama,Mystery",http://106.12.12.171/66ZxzxXWnfy7sBZXk78njNVIgOb.jpg,6870,Mystic River (2003),Crime|Drama|Mystery,2003-10-07,12126,http://image.tmdb.org/t/p/w780/66ZxzxXWnfy7sBZXk78njNVIgOb.jpg
771,Elf,Jon Favreau,"Will Ferrell,James Caan,Zooey Deschanel,Mary Steenburgen,Daniel Tay,Ed Asner,Bob Newhart,Kyle Gass,Faizon Love,Peter Dinklage,Amy Sedaris,Michael Lerner,Andy Richter,Artie Lange,Peter Billingsley,Ray Harryhausen,Jon Favreau,Mark Acheson,Leon Redbone,Claire Lautier,Ted Friend,Matt Walsh,Peter Billingsley,Patrick Ferrell",,http://image.tmdb.org/t/p/w185/9jChHqqcpe0zHNTqkNqWZkwkgil.jpg,3.4,7587.0,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.","Comedy,Family,Fantasy",http://106.12.12.171/jRzrQ7Thcjpetr0n8B6w980eZet.jpg,6936,Elf (2003),Children|Comedy|Fantasy,2003-10-09,7924,http://image.tmdb.org/t/p/w780/jRzrQ7Thcjpetr0n8B6w980eZet.jpg
772,Master and Commander: The Far Side of the World,Peter Weir,"Russell Crowe,Paul Bettany,James D'Arcy,Billy Boyd,Joseph Morgan,Edward Woodall,Chris Larkin,Max Pirkis,Jack Randall,Max Benitz,Lee Ingleby,Richard Pates,Robert Pugh,Richard McCabe,Ian Mercer,Tony Dolan,David Threlfall,Bryan Dick,George Innes,William Mannering,Patrick Gallagher,Alex Palmer,Mark Lewis Jones,John DeSantis,Ousmane Thiam,Thierry Segall",,http://image.tmdb.org/t/p/w185/4o4JyEQldHQiqJn0BBRFppDmI65.jpg,3.6,8415.0,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",Adventure,http://106.12.12.171/68sGkVSVxuFw7J9H6sk4GZfYZ1q.jpg,6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,2003-11-14,8463,http://image.tmdb.org/t/p/w780/68sGkVSVxuFw7J9H6sk4GZfYZ1q.jpg
773,21 Grams,Alejandro González Iñárritu,"Sean Penn,Naomi Watts,Benicio del Toro,Danny Huston,Carly Nahon,Claire Pakis,Eddie Marsan,Melissa Leo,Charlotte Gainsbourg,Clea DuVall,Teresa Delgado,Denis O'Hare,John Rubinstein,Marc Musso,Tony Vaughn,Paul Calderon,Trent Dee,Loyd Keith Salter,Carlo Alban,Annie Corley,Catherine Dent,Anastasia Herin,Arita Trahan,Roberto Medina,Tom Irwin,Lew Temple,Charlie B. Brown",,http://image.tmdb.org/t/p/w185/Aps7GzrYiJZKHNT524Rsg4jaXej.jpg,3.7,7562.0,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.","Drama,Crime,Thriller",http://106.12.12.171/lSPsevGgWT3Rqc9OMTyeEsZsOpf.jpg,6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,2003-09-06,7644,http://image.tmdb.org/t/p/w780/lSPsevGgWT3Rqc9OMTyeEsZsOpf.jpg
774,Bad Santa,Terry Zwigoff,"Billy Bob Thornton,Tony Cox,Brett Kelly,Bernie Mac,John Ritter,Lauren Graham,Lauren Tom,Octavia Spencer,Cloris Leachman,Lorna Scott,Billy Gardell,Alex Borstein,Kerry Rossall,Curtis Taylor,Ajay Naidu,Harrison Bieker,Dylan Charles,Alexandra Korhan,Lisa Ross",,http://image.tmdb.org/t/p/w185/103KNOz11U4iojwW6F1rOKKZIDp.jpg,3.4,5072.0,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.","Drama,Comedy,Crime",http://106.12.12.171/xZKE444VlbDzyJhLOybfunAmvFz.jpg,6957,Bad Santa (2003),Comedy|Crime,2003-11-26,5146,http://image.tmdb.org/t/p/w780/xZKE444VlbDzyJhLOybfunAmvFz.jpg
775,WarGames,John Badham,"Matthew Broderick,Dabney Coleman,Ally Sheedy,John Wood,Barry Corbin,Juanin Clay,Kent Williams,Dennis Lipscomb,Joe Dorsey,Irving Metzman,Michael Ensign,William Bogert,Susan Davis,James Tolkan,David Clover,Drew Snyder,John Garber,Duncan Wilmore,Billy Ray Sharkey,John Spencer,Michael Madsen,Erik Stern,Gary Bisig,Gary Sexton,Jason Bernard,Frankie Hill,Jesse D. Goins,Alan Blumenfeld,Len Lawson,Maury Chaykin,Eddie Deezen,Stack Pierce,William H. Macy",,http://image.tmdb.org/t/p/w185/rQocmooj7bFKS2vZfzWBB5O12eR.jpg,3.7,5797.0,"High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon.","Thriller,Science Fiction",http://106.12.12.171/AkwLeC0Q8GIkYJ6ZI0tc0118AY6.jpg,6979,WarGames (1983),Drama|Sci-Fi|Thriller,1983-06-03,5871,http://image.tmdb.org/t/p/w780/AkwLeC0Q8GIkYJ6ZI0tc0118AY6.jpg
776,Big Fish,Tim Burton,"Ewan McGregor,Albert Finney,Billy Crudup,Jessica Lange,Helena Bonham Carter,Alison Lohman,Marion Cotillard,Robert Guillaume,Matthew McGrory,David Denman,Missi Pyle,Loudon Wainwright III,Arlene Tai,Ada Tai,Steve Buscemi,Danny DeVito,Deep Roy,Perry Walston,Hailey Anne Nelson,R. Keith Harris,Grayson Stone,Miley Cyrus,Karla Droege,Zac Gardner,John Lowell,Sallie Hedrick,Charles McLawhorn,Frank Hoyt Taylor,Billy Redden,James DeForest Parker,Russell Hodgkinson,Don Young,David Ramsey,Greg Hohn,Zach Hanner,Jeff Campbell,Bonnie Johnson,Joanne Pankow,Trevor Gagnon,Daniel Wallace,Jake Brake,L.C. Holt,Will Thomas",,http://image.tmdb.org/t/p/w185/6DRFdlNZpAaEt7eejsbAlJGgaM7.jpg,3.8,18063.0,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.","Adventure,Fantasy,Drama",http://106.12.12.171/kK1rVmqk8pLTuK5ZE7eVdCSqqHL.jpg,7147,Big Fish (2003),Drama|Fantasy|Romance,2003-12-25,18384,http://image.tmdb.org/t/p/w780/kK1rVmqk8pLTuK5ZE7eVdCSqqHL.jpg
777,Something's Gotta Give,Nancy Meyers,"Jack Nicholson,Diane Keaton,Keanu Reeves,Frances McDormand,Amanda Peet,Jon Favreau,Paul Michael Glaser,Rachel Ticotin,KaDee Strickland,Robin Pearson Rose,Connie Sawyer",,http://image.tmdb.org/t/p/w185/q1DO4rwTGz1VSX2sEqqboPwsXUF.jpg,3.5,3827.0,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.","Drama,Comedy,Romance",http://106.12.12.171/fkSJ91fw1KqpAFIVjyOjF6cVE6T.jpg,7149,Something's Gotta Give (2003),Comedy|Drama|Romance,2003-12-12,3908,http://image.tmdb.org/t/p/w780/fkSJ91fw1KqpAFIVjyOjF6cVE6T.jpg
778,Monster,Patty Jenkins,"Charlize Theron,Christina Ricci,Bruce Dern,Lee Tergesen,Annie Corley,Marc Macaulay,Stephan Jones,T. Robert Pigott,Catherine Mangan,Scott Wilson",,http://image.tmdb.org/t/p/w185/uIVrPwor7fgSm5MRMj8IWs76gpk.jpg,3.6,4529.0,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,"Crime,Drama",http://106.12.12.171/alf9croekLfIiZlJ0kDWY6qyerR.jpg,7160,Monster (2003),Crime|Drama,2003-11-16,4612,http://image.tmdb.org/t/p/w780/alf9croekLfIiZlJ0kDWY6qyerR.jpg
779,Cold Mountain,Anthony Minghella,"Jude Law,Nicole Kidman,Renée Zellweger,Eileen Atkins,Brendan Gleeson,Philip Seymour Hoffman,Natalie Portman,Emily Deschanel,Giovanni Ribisi,Donald Sutherland,Ray Winstone,Kathy Baker,Charlie Hunnam,Ethan Suplee,Jena Malone,Lucas Black,Taryn Manning,Tom Aldredge,James Rebhorn,Cillian Murphy,Jack White,William Boyer,Jamie Lee",,http://image.tmdb.org/t/p/w185/4da24dJQZSGep4FJ2U9jU9G8qJr.jpg,3.5,4267.0,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.","History,Drama,Adventure",http://106.12.12.171/tLDljWDR3Rz3zrtxHGWlVQI8UCI.jpg,7162,Cold Mountain (2003),Drama|Romance|War,2003-12-24,4267,http://image.tmdb.org/t/p/w780/tLDljWDR3Rz3zrtxHGWlVQI8UCI.jpg
780,Along Came Polly,John Hamburg,"Ben Stiller,Jennifer Aniston,Philip Seymour Hoffman,Debra Messing,Alec Baldwin,Hank Azaria,Bryan Brown,Michele Lee,Bob Dishy,Missi Pyle,Jsu Garcia,Judah Friedlander,Kevin Hart,Masi Oka,Kym Whitley,Amy Hohn,Nathan Dean,Cheryl Hines,Caroline Aaron,Christina Kirk,Todd Stashwick,Robb Skyler,Edward Conna,Bruce Nozick,Gustavo Vargas,Mari Endo",,http://image.tmdb.org/t/p/w185/nIY4kvJTTnxoBR0wycrXng5MOYs.jpg,2.9,3973.0,"Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there.","Comedy,Romance",http://106.12.12.171/rRyvFnKBlO2sDCbYugtAByn7ywL.jpg,7173,Along Came Polly (2004),Comedy|Romance,2004-01-16,4059,http://image.tmdb.org/t/p/w780/rRyvFnKBlO2sDCbYugtAByn7ywL.jpg
